,date,shown,clicked,converted,avg_cost_per_click,total_revenue,ad
895,11/19/15,140575,1301,14,0.38,251.79,ad_group_17
896,11/20/15,145576,984,13,0.37,196.45,ad_group_17
897,11/21/15,142373,1232,13,0.38,314.16,ad_group_17
898,11/22/15,138435,1357,16,0.41,168.22,ad_group_17
899,10/1/15,75128,7169,539,1.93,8432.53,ad_group_18
900,10/2/15,82618,6760,556,1.65,10882.85,ad_group_18
901,10/3/15,91208,8685,526,1.92,7935.81,ad_group_18
902,10/4/15,79333,9133,453,2.32,4678.19,ad_group_18
903,10/5/15,88208,9013,594,2.06,9564.57,ad_group_18
904,10/6/15,85664,8335,655,1.96,12527.13,ad_group_18
905,10/7/15,83412,8330,634,2.02,12830.9,ad_group_18
906,10/8/15,81466,8950,614,2.22,8248.9,ad_group_18
907,10/10/15,92281,9109,705,2.0,11426.26,ad_group_18
908,10/11/15,92496,7528,703,1.65,11156.78,ad_group_18
909,10/12/15,91490,8334,639,1.84,11885.68,ad_group_18
910,10/13/15,88530,8978,685,2.05,10375.38,ad_group_18
911,10/14/15,85891,9807,674,2.3,6053.47,ad_group_18
912,10/15/15,90761,9654,632,2.15,13789.55,ad_group_18
913,10/16/15,89481,8264,627,1.87,4058.27,ad_group_18
914,10/17/15,92454,9600,545,2.1,7101.15,ad_group_18
915,10/18/15,92578,8844,691,1.93,12404.97,ad_group_18
916,10/19/15,89925,8421,642,1.89,8927.67,ad_group_18
917,10/20/15,90806,9710,655,2.16,1670.05,ad_group_18
918,10/21/15,89923,8225,449,1.85,4857.87,ad_group_18
919,10/22/15,88250,9128,553,2.09,5931.6,ad_group_18
920,10/23/15,87049,8821,542,2.05,8751.76,ad_group_18
921,10/24/15,88780,8502,619,1.94,8507.75,ad_group_18
922,10/25/15,89654,8777,663,1.98,7104.13,ad_group_18
923,10/26/15,94807,9004,652,1.92,8893.21,ad_group_18
924,10/27/15,89207,8375,679,1.9,14437.4,ad_group_18
925,10/28/15,91094,7643,560,1.7,10568.64,ad_group_18
926,10/29/15,89323,8853,711,2.01,5789.85,ad_group_18
927,10/30/15,89735,7476,598,1.68,4733.81,ad_group_18
928,10/31/15,91884,7817,641,1.72,13365.21,ad_group_18
929,11/1/15,93762,9716,453,2.09,7336.15,ad_group_18
930,11/2/15,89696,8814,623,1.99,12701.5,ad_group_18
931,11/3/15,91572,9645,552,2.13,12609.48,ad_group_18
932,11/4/15,90455,9193,588,2.05,16868.78,ad_group_18
933,11/5/15,91998,10502,526,2.3,7357.86,ad_group_18
934,11/6/15,90255,9297,712,2.08,19754.06,ad_group_18
935,11/7/15,91445,10070,761,2.22,11932.77,ad_group_18
936,11/8/15,86990,9334,654,2.17,8630.4,ad_group_18
937,11/9/15,87371,8885,655,2.06,12204.97,ad_group_18
938,11/10/15,89613,8512,558,1.92,11446.73,ad_group_18
939,11/11/15,87017,10103,654,2.34,9118.51,ad_group_18
940,11/12/15,91952,9753,800,2.14,12870.25,ad_group_18
941,11/13/15,91532,10181,669,2.24,6990.71,ad_group_18
942,11/14/15,88235,8936,471,2.05,6177.82,ad_group_18
943,11/15/15,91442,8779,626,1.94,12027.66,ad_group_18
944,11/16/15,92333,9574,656,2.09,11804.7,ad_group_18
945,11/17/15,93126,8708,725,1.89,11905.73,ad_group_18
946,11/18/15,88179,8324,793,1.91,15458.7,ad_group_18
947,11/19/15,85460,7667,582,1.81,14296.76,ad_group_18
948,11/20/15,90332,8217,597,1.84,14468.06,ad_group_18
949,11/21/15,90874,9295,469,2.07,7345.43,ad_group_18
950,11/22/15,87391,7871,479,1.82,12518.41,ad_group_18
951,10/1/15,16587,1749,43,2.52,737.75,ad_group_19
952,10/2/15,17845,1724,45,2.29,885.66,ad_group_19
953,10/3/15,16565,1555,44,2.25,533.38,ad_group_19
954,10/4/15,15709,1305,36,2.01,234.79,ad_group_19
955,10/5/15,16483,1538,39,2.23,923.79,ad_group_19
956,10/6/15,17939,1833,45,2.38,640.05,ad_group_19
957,10/7/15,16032,1474,45,2.14,554.51,ad_group_19
958,10/8/15,20459,1733,37,2.1,763.98,ad_group_19
959,10/9/15,19972,1618,46,2.01,819.49,ad_group_19
960,10/10/15,20127,1996,50,2.36,703.01,ad_group_19
961,10/11/15,21656,1693,55,1.94,916.6,ad_group_19
962,10/12/15,21255,2400,55,2.64,605.52,ad_group_19
963,10/13/15,20109,2214,50,2.58,727.71,ad_group_19
964,10/14/15,21067,1795,52,2.1,446.3,ad_group_19
965,10/15/15,18886,1598,44,2.04,624.63,ad_group_19
966,10/16/15,20380,2044,46,2.45,521.75,ad_group_19
967,10/17/15,20447,2136,51,2.5,937.38,ad_group_19
968,10/18/15,18988,1864,51,2.31,849.74,ad_group_19
969,10/19/15,20407,2040,48,2.39,733.53,ad_group_19
970,10/20/15,20196,1926,54,2.27,770.32,ad_group_19
971,10/21/15,19936,2184,49,2.53,505.3,ad_group_19
972,10/22/15,20139,2177,56,2.48,982.98,ad_group_19
973,10/23/15,20214,2020,49,2.42,855.67,ad_group_19
974,10/24/15,19925,1941,45,2.31,720.57,ad_group_19
975,10/25/15,21078,1728,56,2.04,567.9,ad_group_19
976,10/26/15,18443,1790,54,2.26,901.16,ad_group_19
977,10/27/15,19470,1766,46,2.22,834.75,ad_group_19
978,10/28/15,18927,1832,45,2.34,711.61,ad_group_19
979,10/29/15,19645,2004,46,2.39,848.65,ad_group_19
980,10/30/15,19501,1378,48,1.82,976.88,ad_group_19
981,10/31/15,20379,2225,54,2.44,710.35,ad_group_19
982,11/1/15,19590,1746,48,2.15,760.3,ad_group_19
983,11/2/15,20317,2037,46,2.43,996.08,ad_group_19
984,11/3/15,19092,1835,43,2.26,565.15,ad_group_19
985,11/4/15,20154,2082,47,2.39,645.51,ad_group_19
986,11/5/15,20485,2099,47,2.48,1187.32,ad_group_19
987,11/6/15,19191,1968,52,2.41,878.33,ad_group_19
988,11/7/15,19481,1737,42,2.22,890.67,ad_group_19
989,11/8/15,19629,2055,56,2.47,722.69,ad_group_19
990,11/9/15,19014,1861,51,2.34,783.25,ad_group_19
991,11/10/15,19644,2164,53,2.65,781.95,ad_group_19
992,11/11/15,20063,1987,48,2.33,958.47,ad_group_19
993,11/12/15,19184,1781,54,2.29,148.26,ad_group_19
994,11/13/15,19751,1737,41,2.18,819.16,ad_group_19
995,11/14/15,20011,1343,44,1.71,561.07,ad_group_19
996,11/15/15,19658,1541,50,1.92,725.57,ad_group_19
997,11/16/15,19106,1785,45,2.18,503.36,ad_group_19
998,11/17/15,20703,1614,55,1.94,1150.46,ad_group_19
999,11/18/15,19099,1881,45,2.28,517.71,ad_group_19
1000,11/19/15,0,0,0,0.0,0.0,ad_group_19
1001,11/20/15,19779,1719,46,2.14,400.99,ad_group_19
1002,11/21/15,20670,1835,49,2.15,707.37,ad_group_19
1003,11/22/15,20971,1409,59,1.71,790.17,ad_group_19
1004,10/1/15,129414,7441,381,1.65,5335.52,ad_group_20
1005,10/2/15,0,0,0,0.0,0.0,ad_group_20
1006,10/3/15,120113,7264,349,1.81,6945.2,ad_group_20
1007,10/4/15,120582,7115,332,1.76,4657.63,ad_group_20
1008,10/5/15,125708,7336,383,1.79,3224.9,ad_group_20
1009,10/6/15,126146,9027,416,2.03,5712.37,ad_group_20
1010,10/7/15,125031,7254,338,1.74,4169.19,ad_group_20
1011,10/8/15,122554,7194,365,1.75,4118.09,ad_group_20
1012,10/9/15,119447,7822,366,2.02,7927.76,ad_group_20
1013,10/10/15,128366,7626,364,1.72,1237.28,ad_group_20
1014,10/11/15,132260,8249,425,1.89,5203.97,ad_group_20
1015,10/12/15,121332,7052,314,1.84,4951.11,ad_group_20
1016,10/13/15,126122,8042,357,1.8,5784.5,ad_group_20
1017,10/14/15,127862,7070,356,1.72,4362.59,ad_group_20
1018,10/15/15,125139,7583,337,1.81,4919.39,ad_group_20
1019,10/16/15,128147,7774,395,1.84,5773.84,ad_group_20
1020,10/17/15,124658,7986,317,1.9,1129.35,ad_group_20
1021,10/18/15,120789,7143,380,1.75,3175.14,ad_group_20
1022,10/19/15,118560,7171,360,1.81,4788.19,ad_group_20
1023,10/20/15,118878,7250,309,1.84,6989.37,ad_group_20
1024,10/21/15,116096,7895,372,2.05,6432.92,ad_group_20
1025,10/22/15,116975,6916,309,1.71,6154.19,ad_group_20
1026,10/23/15,126001,7412,339,1.69,5650.16,ad_group_20
1027,10/24/15,126009,8235,418,1.85,4879.95,ad_group_20
1028,10/25/15,122498,7699,333,1.89,4541.15,ad_group_20
1029,10/26/15,125415,7389,374,1.86,6011.74,ad_group_20
1030,10/27/15,124434,7524,392,1.82,7228.98,ad_group_20
1031,10/28/15,124149,7887,368,1.94,4125.85,ad_group_20
1032,10/29/15,123134,7306,313,1.85,5374.37,ad_group_20
1033,10/30/15,120116,7453,388,1.84,8164.77,ad_group_20
1034,10/31/15,119791,7927,345,1.85,3410.17,ad_group_20
1035,11/1/15,121553,7461,334,1.79,6266.07,ad_group_20
1036,11/2/15,122490,7784,363,1.92,7351.72,ad_group_20
1037,11/3/15,122695,6621,370,1.7,6574.48,ad_group_20
1038,11/4/15,120596,7262,322,1.83,5485.96,ad_group_20
1039,11/5/15,118590,7731,323,1.85,5310.11,ad_group_20
1040,11/6/15,120840,6516,301,1.7,3460.0,ad_group_20
1041,11/7/15,119449,6839,372,1.78,7595.2,ad_group_20
1042,11/8/15,121774,7004,363,1.82,7503.24,ad_group_20
1043,11/9/15,120435,7706,330,1.98,6966.2,ad_group_20
1044,11/10/15,126345,8847,319,1.97,5807.95,ad_group_20
1045,11/11/15,127047,7376,359,1.73,9661.49,ad_group_20
1046,11/12/15,128681,7620,406,1.72,7852.38,ad_group_20
1047,11/13/15,124976,7167,332,1.72,5094.54,ad_group_20
1048,11/14/15,121498,7657,329,1.95,6032.07,ad_group_20
1049,11/15/15,126065,8272,394,1.87,7450.41,ad_group_20
1050,11/16/15,121516,6647,327,1.67,6465.53,ad_group_20
1051,11/17/15,115560,6994,292,1.87,2736.07,ad_group_20
1052,11/19/15,124562,8740,296,2.05,6723.24,ad_group_20
1053,11/20/15,120991,6853,288,1.77,7444.87,ad_group_20
1054,11/21/15,121062,7831,303,1.83,1971.29,ad_group_20
1055,11/22/15,120779,7516,351,1.87,4796.2,ad_group_20
1056,10/1/15,24715,195,10,0.92,126.09,ad_group_21
1057,10/2/15,26183,0,0,0.0,0.0,ad_group_21
1058,10/3/15,27872,264,14,1.4,192.0,ad_group_21
1059,10/4/15,27479,245,13,1.21,262.71,ad_group_21
1060,10/5/15,28009,228,12,1.06,92.32,ad_group_21
1061,10/6/15,29657,332,12,1.16,240.47,ad_group_21
1062,10/7/15,28806,216,15,1.12,123.98,ad_group_21
1063,10/8/15,27141,261,12,1.06,267.35,ad_group_21
1064,10/9/15,27048,271,13,1.09,92.42,ad_group_21
1065,10/10/15,26064,258,12,1.04,157.3,ad_group_21
1066,10/11/15,26131,243,14,1.19,406.35,ad_group_21
1067,10/12/15,25640,249,12,1.15,181.29,ad_group_21
1068,10/13/15,25616,245,13,1.06,276.48,ad_group_21
1069,10/14/15,25594,249,12,1.25,211.48,ad_group_21
1070,10/15/15,26173,282,11,1.07,148.37,ad_group_21
1071,10/16/15,26910,228,11,1.2,124.84,ad_group_21
1072,10/17/15,28102,267,15,1.09,187.56,ad_group_21
1073,10/18/15,27078,260,15,1.08,292.43,ad_group_21
1074,10/19/15,28084,305,14,1.07,202.82,ad_group_21
1075,10/20/15,26069,261,13,1.04,205.56,ad_group_21
1076,10/21/15,27902,243,15,1.06,191.5,ad_group_21
1077,10/22/15,29016,245,13,1.0,195.24,ad_group_21
1078,10/23/15,30060,282,15,1.12,255.12,ad_group_21
1079,10/24/15,28258,294,15,1.23,93.89,ad_group_21
1080,10/25/15,27797,246,16,1.08,310.9,ad_group_21
1081,10/26/15,25591,187,11,1.04,151.29,ad_group_21
1082,10/27/15,26555,214,11,1.13,99.14,ad_group_21
1083,10/28/15,28766,281,14,1.19,265.6,ad_group_21
1084,10/29/15,27269,229,12,1.18,79.19,ad_group_21
1085,10/30/15,29668,264,13,1.1,60.83,ad_group_21
1086,10/31/15,28976,266,13,1.26,142.95,ad_group_21
1087,11/1/15,26760,270,13,1.08,243.53,ad_group_21
1088,11/2/15,27034,304,13,1.16,195.58,ad_group_21
1089,11/3/15,27229,243,13,1.06,135.87,ad_group_21
1090,11/4/15,26822,252,11,0.99,111.28,ad_group_21
1091,11/5/15,26314,0,0,0.0,0.0,ad_group_21
1092,11/6/15,26034,233,11,1.17,188.41,ad_group_21
1093,11/7/15,27696,234,12,0.98,218.69,ad_group_21
1094,11/8/15,29371,289,13,1.13,237.74,ad_group_21
1095,11/9/15,28778,284,15,1.17,113.15,ad_group_21
1096,11/10/15,28352,222,15,1.05,236.48,ad_group_21
1097,11/11/15,26930,215,11,1.05,105.06,ad_group_21
1098,11/12/15,27473,262,15,1.09,187.07,ad_group_21
1099,11/13/15,26972,312,14,1.36,258.21,ad_group_21
1100,11/14/15,27031,256,13,1.1,146.5,ad_group_21
1101,11/15/15,26664,299,13,1.05,234.92,ad_group_21
1102,11/16/15,26240,215,12,1.04,71.74,ad_group_21
1103,11/17/15,28825,282,14,1.15,193.64,ad_group_21
1104,11/18/15,28754,265,13,1.04,121.06,ad_group_21
1105,11/19/15,29303,291,13,1.08,236.02,ad_group_21
1106,11/20/15,26461,237,15,0.96,156.4,ad_group_21
1107,11/21/15,28180,303,14,0.98,230.27,ad_group_21
1108,11/22/15,28481,226,15,1.13,192.0,ad_group_21
1109,10/1/15,20124,683,41,0.75,568.98,ad_group_22
1110,10/2/15,21591,888,40,0.89,947.35,ad_group_22
1111,10/3/15,21775,826,35,0.82,430.13,ad_group_22
1112,10/4/15,20266,815,42,0.87,466.43,ad_group_22
1113,10/5/15,20919,736,39,0.77,677.45,ad_group_22
1114,10/6/15,22146,745,36,0.74,506.25,ad_group_22
1115,10/7/15,20284,776,36,0.83,105.32,ad_group_22
1116,10/8/15,22325,860,36,0.84,708.15,ad_group_22
1117,10/9/15,23432,927,33,0.85,611.34,ad_group_22
1118,10/10/15,23415,948,39,0.9,619.56,ad_group_22
1119,10/11/15,22580,896,38,0.86,701.4,ad_group_22
1120,10/12/15,23303,778,40,0.73,500.56,ad_group_22
1121,10/13/15,23155,809,36,0.76,593.92,ad_group_22
1122,10/14/15,22864,847,41,0.8,643.83,ad_group_22
1123,10/15/15,24211,726,38,0.67,581.11,ad_group_22
1124,10/16/15,25531,926,47,0.79,489.34,ad_group_22
1125,10/17/15,24655,819,36,0.73,206.54,ad_group_22
1126,10/18/15,23690,952,41,0.89,601.9,ad_group_22
1127,10/19/15,25083,936,41,0.8,839.27,ad_group_22
1128,10/20/15,23779,863,45,0.79,1217.48,ad_group_22
1129,10/21/15,24145,896,37,0.8,405.1,ad_group_22
1130,10/22/15,25653,1023,40,0.87,223.77,ad_group_22
1131,10/23/15,25245,886,35,0.78,513.18,ad_group_22
1132,10/24/15,24168,940,43,0.84,654.71,ad_group_22
1133,10/25/15,25131,975,42,0.85,631.65,ad_group_22
1134,10/26/15,25118,844,44,0.73,878.82,ad_group_22
1135,10/27/15,26549,882,49,0.73,1270.27,ad_group_22
1136,10/28/15,24124,879,46,0.8,598.11,ad_group_22
1137,10/29/15,26678,1038,49,0.85,240.53,ad_group_22
1138,10/30/15,24387,1035,45,0.92,602.83,ad_group_22
1139,10/31/15,23836,751,44,0.69,511.3,ad_group_22
1140,11/1/15,25411,906,48,0.78,957.41,ad_group_22
1141,11/2/15,23924,986,39,0.89,690.54,ad_group_22
1142,11/3/15,26550,1038,53,0.84,1331.87,ad_group_22
1143,11/4/15,26214,864,40,0.73,540.41,ad_group_22
1144,11/5/15,25612,884,49,0.75,778.59,ad_group_22
1145,11/6/15,24742,749,37,0.67,645.18,ad_group_22
1146,11/7/15,24308,1032,38,0.91,455.27,ad_group_22
1147,11/8/15,24799,912,48,0.8,548.97,ad_group_22
1148,11/9/15,24118,782,34,0.71,495.93,ad_group_22
1149,11/10/15,26499,976,42,0.8,326.57,ad_group_22
1150,11/11/15,26168,999,47,0.83,706.44,ad_group_22
1151,11/12/15,26310,879,50,0.73,956.85,ad_group_22
1152,11/13/15,27352,1056,46,0.84,1170.18,ad_group_22
1153,11/14/15,24508,970,40,0.86,983.69,ad_group_22
1154,11/15/15,24652,842,33,0.76,444.36,ad_group_22
1155,11/16/15,24550,1027,38,0.89,456.35,ad_group_22
1156,11/17/15,25788,1010,44,0.85,842.47,ad_group_22
1157,11/18/15,26091,993,50,0.82,200.73,ad_group_22
1158,11/19/15,24904,983,45,0.86,704.69,ad_group_22
1159,11/20/15,25846,1013,31,0.84,518.97,ad_group_22
1160,11/21/15,25610,700,43,0.61,543.52,ad_group_22
1161,11/22/15,25536,958,41,0.82,408.81,ad_group_22
1162,10/1/15,41098,2306,95,1.3,1315.01,ad_group_23
1163,10/2/15,42523,2126,94,1.16,540.23,ad_group_23
1164,10/3/15,44127,2309,86,1.22,1039.23,ad_group_23
1165,10/4/15,44323,2293,81,1.21,1754.15,ad_group_23
1166,10/5/15,44807,2406,91,1.24,366.68,ad_group_23
1167,10/6/15,41234,2051,70,1.2,1472.19,ad_group_23
1168,10/7/15,43490,1548,76,0.89,766.69,ad_group_23
1169,10/8/15,45209,1761,101,0.96,1380.23,ad_group_23
1170,10/9/15,50243,2734,93,1.27,1613.36,ad_group_23
1171,10/10/15,45138,1886,117,1.01,952.54,ad_group_23
1172,10/11/15,46232,1975,87,1.02,1064.13,ad_group_23
1173,10/12/15,47050,1784,94,0.93,1359.87,ad_group_23
1174,10/13/15,47644,2469,100,1.2,1699.14,ad_group_23
1175,10/14/15,44049,0,0,0.0,0.0,ad_group_23
1176,10/15/15,44717,1927,94,1.06,1490.35,ad_group_23
1177,10/16/15,48262,2227,114,1.08,1982.53,ad_group_23
1178,10/17/15,45936,2424,98,1.25,889.07,ad_group_23
1179,10/18/15,47876,2278,93,1.13,1813.48,ad_group_23
1180,10/19/15,47713,1796,102,0.97,1722.89,ad_group_23
1181,10/20/15,49303,1844,98,0.93,1520.76,ad_group_23
1182,10/21/15,46949,2435,92,1.23,1663.25,ad_group_23
1183,10/22/15,47405,2492,76,1.24,776.91,ad_group_23
1184,10/23/15,48141,1929,99,0.98,1615.91,ad_group_23
1185,10/24/15,46089,2375,108,1.19,818.03,ad_group_23
1186,10/25/15,50459,1904,97,0.89,-200.15,ad_group_23
1187,10/26/15,49865,2603,97,1.23,1496.76,ad_group_23
1188,10/27/15,48193,1950,90,0.97,1072.6,ad_group_23
1189,10/28/15,48332,1769,96,0.9,1398.12,ad_group_23
1190,10/29/15,49862,2625,110,1.23,675.82,ad_group_23
1191,10/30/15,49485,2627,106,1.25,1976.8,ad_group_23
1192,10/31/15,45110,2148,73,1.17,1012.57,ad_group_23
1193,11/1/15,48872,2507,97,1.2,1764.79,ad_group_23
1194,11/2/15,46264,2683,89,1.34,416.65,ad_group_23
1195,11/3/15,48710,2623,114,1.24,1285.28,ad_group_23
1196,11/4/15,50023,2525,106,1.18,1806.46,ad_group_23
1197,11/5/15,50989,2761,115,1.23,2261.71,ad_group_23
1198,11/6/15,51538,2475,107,1.09,1906.49,ad_group_23
1199,11/7/15,48246,2182,95,1.1,1880.06,ad_group_23
1200,11/8/15,49070,2307,100,1.12,985.33,ad_group_23
1201,11/9/15,48662,2484,87,1.19,1611.04,ad_group_23
1202,11/10/15,49473,1849,118,0.93,2137.17,ad_group_23
1203,11/11/15,50955,2040,101,1.01,1809.34,ad_group_23
1204,11/12/15,53714,2013,105,0.95,2070.81,ad_group_23
1205,11/13/15,51277,2217,115,1.05,2319.58,ad_group_23
1206,11/14/15,49652,2398,80,1.11,994.09,ad_group_23
1207,11/15/15,49039,2219,105,1.09,1641.06,ad_group_23
1208,11/16/15,49089,2254,103,1.08,2470.86,ad_group_23
1209,11/17/15,47916,2460,98,1.2,1578.04,ad_group_23
1210,11/18/15,46387,1689,92,0.9,1203.01,ad_group_23
1211,11/19/15,0,0,0,0.0,0.0,ad_group_23
1212,11/20/15,49560,2296,100,1.12,1702.95,ad_group_23
1213,11/21/15,49861,2357,97,1.13,1444.16,ad_group_23
1214,11/22/15,46368,2582,98,1.29,1100.68,ad_group_23
1215,10/1/15,30984,325,3,4.19,61.55,ad_group_24
1216,10/2/15,33878,329,3,2.99,43.88,ad_group_24
1217,10/4/15,32998,296,3,3.1,27.58,ad_group_24
1218,10/5/15,32116,292,3,2.79,72.21,ad_group_24
1219,10/6/15,32915,369,3,3.07,66.41,ad_group_24
1220,10/7/15,31613,332,3,3.4,57.46,ad_group_24
1221,10/8/15,33531,332,3,3.34,52.25,ad_group_24
1222,10/9/15,36209,359,3,3.76,63.61,ad_group_24
1223,10/10/15,33312,301,3,3.38,33.91,ad_group_24
1224,10/11/15,34654,313,3,3.07,44.94,ad_group_24
1225,10/12/15,34237,409,3,3.6,56.07,ad_group_24
1226,10/13/15,36608,321,4,3.06,71.53,ad_group_24
1227,10/14/15,37376,352,4,3.21,65.69,ad_group_24
1228,10/15/15,37477,348,4,2.92,73.67,ad_group_24
1229,10/16/15,37140,365,4,3.13,61.92,ad_group_24
1230,10/17/15,35638,345,3,3.01,56.88,ad_group_24
1231,10/18/15,36849,418,4,3.16,74.12,ad_group_24
1232,10/19/15,35415,360,3,3.52,53.2,ad_group_24
1233,10/20/15,36051,403,4,3.03,54.91,ad_group_24
1234,10/21/15,35652,344,4,3.55,46.79,ad_group_24
1235,10/22/15,35823,354,3,2.75,54.24,ad_group_24
1236,10/23/15,37197,362,4,3.06,10.08,ad_group_24
1237,10/24/15,34674,333,4,3.2,67.36,ad_group_24
1238,10/25/15,36386,323,4,3.14,30.26,ad_group_24
1239,10/26/15,36840,309,4,3.18,42.51,ad_group_24
1240,10/27/15,35130,400,3,3.58,67.43,ad_group_24
1241,10/28/15,35951,338,3,2.78,48.57,ad_group_24
1242,10/29/15,39073,420,5,3.23,97.56,ad_group_24
1243,10/30/15,39030,395,4,3.58,98.97,ad_group_24
1244,10/31/15,35341,376,3,3.66,39.97,ad_group_24
1245,11/1/15,36284,260,3,3.21,48.48,ad_group_24
1246,11/2/15,36140,356,3,3.58,36.77,ad_group_24
1247,11/3/15,35861,328,4,3.08,85.3,ad_group_24
1248,11/4/15,36925,334,3,3.07,32.41,ad_group_24
1249,11/5/15,38135,352,3,3.35,41.45,ad_group_24
1250,11/6/15,39441,390,3,3.48,30.85,ad_group_24
1251,11/7/15,34998,368,3,3.3,20.38,ad_group_24
1252,11/8/15,36279,364,4,3.39,28.01,ad_group_24
1253,11/9/15,38116,356,4,2.82,62.52,ad_group_24
1254,11/10/15,33432,298,4,2.77,76.15,ad_group_24
1255,11/11/15,36736,406,3,3.24,77.24,ad_group_24
1256,11/12/15,39666,354,4,3.05,2.32,ad_group_24
1257,11/13/15,38930,346,4,3.47,89.24,ad_group_24
1258,11/14/15,37764,310,4,2.6,36.0,ad_group_24
1259,11/15/15,34653,389,3,3.31,33.92,ad_group_24
1260,11/16/15,38059,371,4,3.1,67.94,ad_group_24
1261,11/17/15,35774,304,4,2.47,42.08,ad_group_24
1262,11/18/15,37045,374,4,3.25,74.36,ad_group_24
1263,11/19/15,36571,388,3,3.04,43.86,ad_group_24
1264,11/20/15,37554,395,4,2.83,62.4,ad_group_24
1265,11/21/15,37538,377,3,3.14,46.14,ad_group_24
1266,11/22/15,37743,408,3,2.56,43.64,ad_group_24
1267,10/1/15,146682,618,0,0.72,0.0,ad_group_25
1268,10/2/15,156339,561,0,0.75,0.0,ad_group_25
1269,10/3/15,156627,609,0,0.87,0.0,ad_group_25
1270,10/4/15,152905,517,0,0.6,0.0,ad_group_25
1271,10/5/15,164813,491,0,0.64,0.0,ad_group_25
1272,10/6/15,157893,506,0,0.74,0.0,ad_group_25
1273,10/7/15,0,0,0,0.0,0.0,ad_group_25
1274,10/8/15,162799,670,0,0.68,0.0,ad_group_25
1275,10/9/15,171509,649,0,0.69,0.0,ad_group_25
1276,10/10/15,167715,491,0,0.65,0.0,ad_group_25
1277,10/11/15,165543,671,0,0.78,0.0,ad_group_25
1278,10/12/15,167097,780,0,0.75,0.0,ad_group_25
1279,10/13/15,173639,571,0,0.62,0.0,ad_group_25
1280,10/14/15,171859,687,0,0.73,0.0,ad_group_25
1281,10/15/15,177011,653,0,0.68,0.0,ad_group_25
1282,10/16/15,178866,718,0,0.65,0.0,ad_group_25
1283,10/17/15,173512,597,0,0.65,0.0,ad_group_25
1284,10/18/15,168339,624,0,0.66,0.0,ad_group_25
1285,10/19/15,177229,708,0,0.81,0.0,ad_group_25
1286,10/20/15,182496,474,0,0.65,0.0,ad_group_25
1287,10/21/15,170360,608,0,0.73,0.0,ad_group_25
1288,10/22/15,179970,674,0,0.74,0.0,ad_group_25
1289,10/23/15,187844,501,0,0.64,0.0,ad_group_25
1290,10/24/15,180466,609,0,0.8,0.0,ad_group_25
1291,10/25/15,171936,542,0,0.75,0.0,ad_group_25
1292,10/26/15,182442,446,0,0.77,0.0,ad_group_25
1293,10/27/15,186548,805,0,0.78,0.0,ad_group_25
1294,10/28/15,177060,385,0,0.73,0.0,ad_group_25
1295,10/29/15,185314,731,0,0.78,0.0,ad_group_25
1296,10/30/15,182570,692,0,0.85,0.0,ad_group_25
1297,10/31/15,179494,660,0,0.82,0.0,ad_group_25
1298,11/1/15,187845,625,0,0.65,0.0,ad_group_25
1299,11/2/15,183515,568,0,0.81,0.0,ad_group_25
1300,11/3/15,171802,657,0,0.82,0.0,ad_group_25
1301,11/4/15,167853,642,0,0.76,0.0,ad_group_25
1302,11/5/15,179817,580,0,0.65,0.0,ad_group_25
1303,11/6/15,174480,617,0,0.74,0.0,ad_group_25
1304,11/7/15,178042,550,0,0.76,0.0,ad_group_25
1305,11/8/15,184168,693,0,0.66,0.0,ad_group_25
1306,11/9/15,169287,680,0,0.65,0.0,ad_group_25
1307,11/10/15,175846,701,0,0.71,0.0,ad_group_25
1308,11/11/15,173187,620,0,0.68,0.0,ad_group_25
1309,11/12/15,183985,742,0,0.79,0.0,ad_group_25
1310,11/13/15,168913,744,0,0.64,0.0,ad_group_25
1311,11/14/15,175281,683,0,0.71,0.0,ad_group_25
1312,11/15/15,179120,656,0,0.7,0.0,ad_group_25
1313,11/16/15,179710,607,0,0.68,0.0,ad_group_25
1314,11/17/15,176295,684,0,0.75,0.0,ad_group_25
1315,11/18/15,168650,593,0,0.7,0.0,ad_group_25
1316,11/19/15,182453,662,0,0.72,0.0,ad_group_25
1317,11/20/15,176797,596,0,0.73,0.0,ad_group_25
1318,11/21/15,192507,682,0,0.58,0.0,ad_group_25
1319,11/22/15,168502,603,0,0.7,0.0,ad_group_25
1320,10/1/15,58332,6256,255,2.62,5138.64,ad_group_26
1321,10/2/15,62377,5371,320,2.19,8090.45,ad_group_26
1322,10/3/15,61158,4621,296,1.89,6027.21,ad_group_26
1323,10/4/15,61352,6880,309,2.62,4210.71,ad_group_26
1324,10/5/15,61670,4546,243,1.89,5170.47,ad_group_26
1325,10/6/15,61740,4384,303,1.8,6859.22,ad_group_26
1326,10/7/15,63793,6140,266,2.33,3634.13,ad_group_26
1327,10/8/15,69187,5983,342,2.11,2916.4,ad_group_26
1328,10/9/15,65249,5528,307,2.05,7609.84,ad_group_26
1329,10/10/15,71877,6339,340,2.15,3365.03,ad_group_26
1330,10/11/15,68076,6221,290,2.26,5184.28,ad_group_26
1331,10/12/15,75294,6389,328,2.15,4564.45,ad_group_26
1332,10/13/15,69223,5209,346,1.89,3674.95,ad_group_26
1333,10/14/15,69178,7112,325,2.43,4036.46,ad_group_26
1334,10/15/15,71304,6817,301,2.35,6249.49,ad_group_26
1335,10/16/15,73924,6401,331,2.09,4668.99,ad_group_26
